,casos,tempmed,umidmed
251,103,17.6785718571,93.0562078571
252,90,18.1580087143,88.2263252857
253,111,18.0129871429,92.8574621429
254,119,20.8389611429,85.2225857143
255,116,18.6948051429,92.9787288571
256,111,18.9103897143,93.3357757143
257,101,19.4535714286,89.37957
258,119,24.5535711429,61.2473761429
259,132,25.9821428571,73.6208751429
260,103,21.1559525714,90.9500678571
261,163,21.3285714286,94.06663
262,153,21.8857142857,92.271439
263,134,24.2321428571,81.0582108571
264,131,23.988354,81.6518928571
265,106,26.6270705714,66.349695
266,137,20.6825398571,87.3140618571
267,174,20.5571428571,93.8512315714
268,179,21.5064937143,96.3162308571
269,170,21.9870134286,93.1582911429
270,221,21.3376622857,95.1755805714
271,280,21.5108225714,94.6386952857
272,250,20.8233768571,96.2386365714
273,311,19.8831165714,87.5894828571
274,305,20.155844,92.3435892857
275,356,20.4305197143,96.1778771429
276,363,19.5337662857,91.5057
277,439,21.007576,89.698245
278,453,19.4615802857,90.0800291429
279,478,19.6791128571,87.2754482857
280,471,18.6883117143,90.0110562857
281,463,16.0876622857,89.0742897143
282,427,16.3766232857,88.6515708571
283,329,14.7402598571,91.5471442857
284,360,14.7045457143,89.2772521429
285,336,16.0389612857,90.5555205714
286,288,15.9480521429,90.606458
287,194,15.3376624286,88.8710644286
288,161,9.5454545714,94.2990344286
289,165,12.2844156429,89.1346084286
290,200,14.7402598571,85.2514237143
291,144,14.3974028571,90.8557448571
292,174,14.6363637143,86.2248471429
293,147,14.9714287143,81.1962921429
294,154,15.8419911429,80.4991787143
295,133,15.2251082857,82.2845515714
296,152,16.8116882857,89.5255394286
297,216,19.4253248571,75.7154617143
298,187,20.1753245714,77.05778
299,162,16.2402595714,86.0573348571
300,189,17.433983,80.2514894286
301,182,18.914502,84.5983651429
302,173,20.3376622857,79.1660472857
303,175,18.4534634286,82.3032085714
304,186,21.449134,77.0563174286
305,156,21.0844157143,82.8888414286
306,157,19.7834054286,85.4666294286
307,191,19.3571428571,83.3545935714
308,143,18.2584414286,107.6086541429
309,140,19.674026,85.6383521429
310,167,19.4896102857,85.2153671429
311,165,21.5896102857,82.5494305714
312,95,21.0246754286,82.8811242857
313,101,22.215278,78.5820341667
314,141,24.645238,77.8205471429
315,126,23.315476,78.9110898571
316,122,21.595238,75.9803015714
317,140,24.2678568571,67.1477718571
318,194,21.9380954286,86.4307681429
319,239,19.9428571429,86.3483657143
320,271,21.5948051429,89.3782935714
321,320,19.6969697143,87.4736234286
322,427,18.8495671429,84.5552737143
323,481,20.6948048571,78.9517928571
324,256,23.0946968571,77.9361862857
325,173,21.5576438571,66.2649162857
326,180,23.360902,70.4280137143
327,152,21.1879701429,68.8606525714
328,179,20.9398492857,69.2787602857
329,173,20.902256,68.1205567143
330,186,21.320489,64.1542374286
331,161,18.757519,68.3149265714
332,190,18.8016188571,69.1186658571
333,173,20.7508768571,65.2233168571
334,114,16.3993317143,59.0383171429
335,154,19.1353382857,72.2397594286
336,160,21.9556702857,71.1102211429
337,150,19.3785857143,69.575941
338,131,19.3371972857,66.7916347143
339,134,17.0813044286,71.0798792857
340,143,19.2042238571,68.0562237143
341,101,19.2777274286,69.1885321429
342,108,19.9900791429,58.6083085714
343,63,19.7607961429,65.9909328571
344,73,17.5580127143,65.7632221429
345,79,21.9010517143,52.1989224286
346,54,16.9302421429,82.66993
347,66,17.8455654286,63.6178028571
348,61,22.0268871429,61.5746562857
349,77,24.7489554286,57.9410098571
350,64,24.2280705714,54.246226
351,73,19.9154014286,73.8093911429
352,76,26.5490357143,54.5006367143
353,52,24.3730158571,70.073539
354,57,20.799093,65.5690062857
355,68,22.2328738571,66.0231578571
356,52,22.6993707143,66.2031337143
357,55,18.2464497143,66.8677618571
358,60,22.732272,74.1171902857
359,63,21.6116025714,73.4103751429
360,63,23.5530348571,63.3240498571
361,88,23.49010588568,66.01550648568
362,83,23.42717691426,68.70696311426
363,74,23.36424794284,71.39841974284
364,63,23.30131897142,74.08987637142
365,62,23.23839,76.781333
366,65,24.6390977143,70.859705
367,82,24.4740282857,78.392002
368,95,26.2145561429,64.5490247143
369,78,26.1214348571,63.177207
370,81,24.4015871429,74.4909665714
371,79,21.9310777143,75.4205928571
372,100,23.8784468571,72.615598
373,92,22.7100668571,76.598198
374,131,23.492732,75.2692014286
375,154,22.8723891429,76.17013
376,192,23.5614972857,75.82589
377,192,25.5978041429,66.7215834286
378,221,22.7591078571,71.0446722857
379,264,21.1082262857,70.2885894286
380,257,21.0907267143,66.9014524286
381,220,18.0499821429,81.2184942857
382,207,19.6219892857,69.9743594286
383,191,19.5413531429,68.7049631429
384,208,17.9765588571,73.7234281429
385,156,18.102637,74.6763885714
386,163,19.0687011429,64.0389458571
387,153,19.5423187143,73.3242922857
388,123,18.2974177143,79.0822851429
389,106,15.1880895714,78.0333327143
390,99,17.7173324286,72.1248527143
391,74,15.6537447143,65.6106262857
392,90,16.0419432857,71.6520501429
393,71,17.8291564286,62.9321452857
394,61,14.6598997143,61.2795725714
395,64,13.9781807143,62.0697715714
396,56,15.2041621429,72.4530514286
397,86,17.3116118571,66.8611701429
398,94,20.7431078571,59.269863
399,99,21.7715121429,50.906814142900004
400,81,19.8292545714,65.7031637143
401,133,21.8655461429,71.3059115714
402,111,22.6040102857,65.226788
403,132,20.4063731429,63.9541145714
404,108,22.007519,62.2298747143
405,98,19.9602547143,76.6289205714
406,95,21.2048317143,72.91537
407,83,17.7557774286,76.5093351429
408,72,20.107237,79.0142037143
409,88,20.5493695714,73.914956
410,86,18.9354692857,73.1649705714
411,115,21.9892857143,63.9449128571
412,95,21.9616595714,67.4319512857
413,110,23.3042717143,67.1999025714
414,118,20.1839984286,70.1239688571
415,162,24.1347855714,75.0594865714
416,139,21.9028168571,66.8097844286
417,89,21.652871,76.3421385714
418,140,22.8341101429,78.9201161429
419,136,22.1616437143,79.3459078571
420,123,24.5886087143,67.9134762857
421,75,24.2813217143,73.5535338571
422,119,23.0607627143,79.8245462857
423,101,22.4452845714,70.8120047143
424,149,23.3294117143,69.8929734286
425,136,25.1344045714,65.8534708571
426,134,25.9703548571,61.9796485714
427,220,25.404622,65.1137578571
428,213,23.7141382857,77.8390518571
429,296,22.4502468571,69.9026435714
430,358,22.4149864286,77.2459522857
431,394,22.367647,75.9422794286
432,449,21.3869748571,69.2541591429
433,623,20.7531511429,61.9612265714
434,627,22.0050421429,67.145021
435,542,20.0806821429,71.7558111429
436,427,18.2886758571,74.3138414286
437,360,15.3079834286,63.0079545714
438,376,17.9663862143,59.9937434286
439,388,18.1579965714,76.839858
440,305,17.1593138571,79.2541537143
441,265,14.2552395714,71.0137097143
442,274,17.7159371429,69.7243945714
443,201,17.3928101429,66.8608301429
444,195,18.2788978571,59.738488
445,168,18.246989,65.5548058571
446,155,19.5094642857,64.0755397143
447,134,18.1618244286,61.9423312857
448,120,16.787115,70.0783012857
449,148,17.0668445714,69.8267471429
450,171,17.880798,56.7765774286
451,150,18.0350137143,61.584743714300004
452,174,15.4425768571,67.2858354286
453,213,20.4957985714,53.2067912857
454,207,15.6123248571,79.3780294286
455,202,17.1792717143,68.0430447143
456,174,16.352591,80.8518665714
457,165,20.5696078571,69.155917
458,143,21.8739492857,70.8111935714
459,121,21.7927671429,69.5537531429
460,144,22.645705,66.398011
461,130,18.7204482143,76.8981114286
462,138,19.662447,77.3753128571
463,155,21.7620647143,69.0901907143
464,163,21.1764707143,78.8938008571
465,127,22.4005604286,82.1704157143
466,115,23.5929598571,80.9295102857
467,69,22.6811721667,76.4401393333
468,0,21.460785,77.890685
469,33,22.4901963333,87.3566616667
470,119,21.7815125714,83.69571
471,138,22.579832,86.3367915714
472,129,22.5714285714,89.8274422857
473,153,22.2857142857,81.7921544286
474,165,22.2941175714,93.9513435714
475,197,21.5,95.5211371429
476,186,23.4090909091,81.1110946364
477,250,23.1008402857,81.2188192857
478,317,21.9074074074,88.4728194074
479,330,21.2037037037,89.7050585185
480,498,21.1538461538,89.1585669231
481,623,23.7478988571,76.348573
482,449,22.8997821111,80.4791146296
483,456,21.529412,81.4689165714
484,522,21.8991595714,79.3976657143
485,405,21.3760505714,72.172364
486,419,20.6106659091,77.2538606364
487,472,19.7407407407,89.6123274074
488,493,19.432773,83.7363722857
489,433,14.7050224211,85.7864683684
490,406,19.3536093636,76.3147334091
491,347,16.9938271111,90.0982165185
492,283,16.1365857143,77.6708714286
493,212,16.5284142857,85.2781571429
494,227,13.9642857143,87.8096427143
495,216,16.8285714286,81.7664357143
496,180,14.3,82.2456014286
497,154,17.8538285714,72.5771857143
498,112,16.6554857143,81.1177428571
499,115,18.1600571429,73.8915285714
500,115,17.3558285714,76.6088857143
501,133,19.6826428571,71.6077428571
502,149,19.4033857143,75.8421428571
503,147,20.0573428571,68.0855714286
504,136,16.870642857100002,81.8233285714
505,180,21.2644428571,74.7278428571
506,200,20.6263285714,69.0343714286
507,226,23.6108571429,65.2405714286
508,202,22.2694285714,75.3381285714
509,216,21.9939285714,84.0615571429
510,207,20.9916142857,83.5135142857
511,219,20.4457285714,82.5298142857
512,203,22.0773,79.2063142857
513,164,22.3700714286,81.5423571429
514,182,21.6118,69.0911
515,191,26.8515857143,65.1360285714
516,191,21.8322857143,84.3202
517,174,22.0568571429,82.7961857143
518,178,23.6597,80.7932285714
519,233,22.6067285714,77.027
520,230,23.2020571429,76.2719285714
521,247,23.5736142857,73.5142142857
522,442,21.7442571429,80.6687
523,645,24.0261428571,77.8751428571
524,1060,24.3462,79.5013428571
525,1391,19.7324571429,86.4767428571
526,1896,21.9476142857,80.5381571429
527,2748,23.0816285714,77.5222428571
528,3529,22.6176714286,81.7569285714
529,4564,22.2756142857,85.1726714286
530,5598,23.4231142857,83.7998142857
531,6661,22.9664857143,83.1539857143
532,8086,23.8144285714,79.4509714286
533,11048,23.3193142857,84.4991571429
534,10103,20.1668857143,88.0813571429
535,12123,22.0666428571,77.0615428571
536,11875,21.4296,81.2877
537,10938,20.9641714286,78.7881142857
538,10101,21.1432857143,73.4927428571
539,9014,22.6765428571,68.0167
540,8706,21.8626428571,66.9709142857
541,8014,20.6771571429,70.4177
542,6538,20.2085,75.7938
543,4107,15.4253571429,82.3513285714
544,3611,17.1080428571,76.0447714286
545,2842,17.8601714286,69.0982714286
546,2007,17.1015571429,65.4063142857
547,1681,18.8582142857,69.6242714286
548,1057,16.3416285714,76.5546428571
549,830,17.5690714286,82.4444714286
550,539,16.9011857143,78.4593857143
551,507,16.6647714286,66.8832285714
552,487,17.747,70.5348571429
553,407,18.7648428571,65.7584857143
554,399,14.939,68.4834285714
555,471,20.5434285714,57.1896571429
556,364,15.4357571429,73.9204714286
557,442,21.2249857143,64.5760857143
558,508,23.4888857143,47.6120714286
559,467,19.9154857143,75.8933142857
560,559,23.1511571429,64.5478857143
561,470,21.5249285714,68.4066142857
562,493,21.1921714286,75.0353428571
563,583,20.9770428571,77.0033142857
564,627,21.6788714286,82.2587428571
565,551,19.8037857143,80.4353285714
566,577,20.8417428571,87.3185571429
567,606,19.7505142857,80.9531142857
568,639,21.3092,80.4139285714
569,682,22.2966142857,71.2792571429
570,567,22.7543714286,80.6790285714
571,569,21.8030714286,81.3932285714
572,495,22.0782428571,77.5887571429
573,456,21.7503714286,86.3039
574,559,21.8218285714,82.5887428571
