,casos,tempmed,umidmed
358,4,25.4505495714,70.44688
359,3,24.5876355714,70.4137518571
360,4,26.0431626667,61.2181336667
361,10,25.49167293336,65.62413893336
362,4,24.940183200019998,70.03014420002
363,4,24.38869346668,74.43614946668
364,1,23.837203733339997,78.84215473334
365,1,23.285714,83.24816
366,1,26.1593408571,71.3543848571
367,2,26.4693877143,74.0707657143
368,4,28.8037677143,58.0372051429
369,3,29.1084944286,55.5248914286
370,1,25.5062792857,75.0494542857
371,2,23.680534,75.6208371429
372,5,26.3846155714,70.4123802857
373,1,24.2012034286,75.1285052857
374,6,24.9506802857,72.8918328571
375,2,25.155547,73.8510134286
376,11,24.6177392857,77.8376681429
377,6,27.4599685714,65.8793422857
378,7,24.8938775714,67.70948
379,9,23.7671612857,66.570399
380,11,23.5081632857,64.6627662857
381,12,21.1237047143,74.864025
382,21,22.7362637143,65.9053711429
383,9,22.3940345714,65.2516077143
384,8,20.2653064286,73.3068907143
385,12,20.8163264286,72.1066837143
386,8,21.2653061429,67.2323897143
387,7,21.479592,73.6198334286
388,27,20.135414,78.7774851429
389,21,18.5612247143,72.783178
390,19,20.0612245714,70.0889997143
391,12,17.5714282857,63.887061
392,11,18.734694,65.4624868571
393,19,20.4693878571,61.7701917143
394,14,17.4489795714,58.1128795714
395,11,16.8163265714,62.0341272857
396,14,18.8580705714,64.5535998571
397,15,21.1038958571,62.7460955714
398,12,23.054847,61.7565241429
399,19,24.408163428599998,53.4712767143
400,12,23.2532708571,59.0115765714
401,20,25.6711145714,62.6092905714
402,19,26.0049187143,61.2573637143
403,6,24.4489797143,56.7667155714
404,3,26.112245,59.3114697143
405,8,22.6224491429,76.7128918571
406,2,23.7982735714,70.7019525714
407,3,21.2394034286,74.9960431429
408,0,22.510204,79.8024642857
409,0,24.2268447143,69.1030731429
410,3,22.0949765714,70.9955385714
411,3,24.7087911429,64.2341375714
412,22,25.7386187143,62.0402307143
413,4,26.3367347143,66.5613255714
414,3,23.8877551429,69.7768664286
415,11,26.2857145714,74.6445171429
416,27,25.2448977143,65.1694422857
417,7,24.1530611429,74.3152435714
418,7,24.4750565714,81.8293742857
419,16,24.4693878571,79.8668642857
420,14,28.1268397143,65.1606642857
421,4,28.1931974286,64.799788
422,1,25.1408164286,79.7547585714
423,1,24.3775508571,75.6677001429
424,2,25.6258502857,73.4670185714
425,6,27.8133501429,66.1306527143
426,7,28.9319728571,59.1981715714
427,12,28.734694,60.0475858571
428,22,25.8415815714,76.3627797143
429,20,24.572529,71.6791222857
430,28,25.017511,76.5538548571
431,18,24.1054422857,79.4771535714
432,23,23.5374148571,74.3891564286
433,46,22.9081632857,69.348836
434,40,23.2304125714,76.9909765714
435,53,21.7244898571,79.5717098571
436,50,21.2857142857,76.890038
437,56,17.5,71.793682
438,52,19.5863422857,68.7705857143
439,42,20.3040815714,79.6184012857
440,37,17.9267572857,86.0545387143
441,33,17.4489795714,70.3631155714
442,28,20.5612242857,70.5512651429
443,29,18.7193874286,72.8215018571
444,20,18.8367348571,67.5961714286
445,23,20.6141157143,67.7033754286
446,18,22.0306121429,66.9050398571
447,37,19.7678571429,68.0343332857
448,36,18.3612241429,74.8565797143
449,21,19.1938772857,74.4313934286
450,24,17.9214287143,71.7587971429
451,23,20.4081635714,64.4826194286
452,31,16.1632652857,74.8553355714
453,15,22.482993,61.1077257143
454,35,18.4273707143,86.84465
455,40,19.3374151429,73.3957285714
456,26,18.8231292857,86.3525035714
457,27,22.591836571400002,78.7677742857
458,50,25.4693878571,69.9307142857
459,16,24.0170068571,74.2848897143
460,20,25.122449,69.7116341429
461,25,20.429847,78.4280652857
462,28,21.6081635714,77.5391045714
463,36,23.1632652857,74.1598891429
464,15,24.1785715714,72.456695
465,26,23.7755105714,79.7171122857
466,23,25.0714284286,77.8261457143
467,17,23.9047618333,77.4627125
468,17,22.5178575,82.44815
469,17,22.6190476667,91.0624066667
470,31,22.744898,86.5923537143
471,40,24.7346937143,81.3240441429
472,10,26.3367347143,76.5481482857
473,25,26.4081632857,72.8050021429
474,33,25.9540815714,79.388703
475,40,25.4301411429,82.0833157143
476,39,26.83853665,76.6196073
477,45,26.175552963,77.4022522222
478,63,25.967376375,80.6247953333
479,76,24.35372876,83.9766332
480,79,24.6315754,78.8907696
481,105,27.2893772308,67.7115607692
482,138,24.97999984,77.48724496
483,170,23.0204081429,79.4899491429
484,189,22.9693874286,79.8380042857
485,176,23.0,71.0559525714
486,225,22.2513231481,74.0937740741
487,262,24.1493505,70.9034558182
488,245,21.779761625,76.1600501667
489,250,18.9031135769,67.9167385
490,266,20.72449,68.8756551429
491,227,18.6280422222,85.1144837037
492,175,15.6670285714,77.0633285714
493,190,18.1286571429,82.1165571429
494,149,18.0208331667,61.923935875
495,122,19.99999976,60.26347992
496,87,18.60571424,54.8336962
497,84,18.2128714286,72.8300428571
498,78,16.5450857143,83.3522571429
499,38,17.778757142899998,75.7666714286
500,66,16.8279714286,77.3684285714
501,49,19.3210142857,73.2792142857
502,43,19.2506714286,78.1048428571
503,66,19.6312285714,69.6512
504,56,17.0339428571,84.9305142857
505,63,20.8543714286,75.8237571429
506,97,20.3491285714,70.3861142857
507,130,22.3539285714,65.5940142857
508,79,22.0281714286,75.4901857143
509,106,22.2261285714,82.5777714286
510,110,21.5295571429,83.5508714286
511,127,20.2039857143,84.9546142857
512,162,21.7738285714,80.4543714286
513,122,22.4723428571,82.3753857143
514,148,21.1767142857,70.569
515,143,26.5000285714,66.2021285714
516,214,22.3581428571,85.6158285714
517,246,21.8582142857,82.4280428571
518,259,23.4274285714,84.2585
519,267,21.9651714286,79.6228571429
520,178,22.7460428571,78.3006142857
521,139,23.1295857143,79.6710714286
522,1504,20.7774571429,86.8159714286
523,1112,23.7803285714,80.5149142857
524,1268,24.296814285700002,81.8358142857
525,1239,20.4292571429,86.3400714286
526,1241,22.0025714286,83.6390714286
527,1388,22.7444571429,80.2598142857
528,1181,22.8286,81.7753
529,1435,22.2871428571,86.6052
530,1607,23.5173428571,82.7357857143
531,1116,22.8804285714,82.4174571429
532,734,23.9649,79.8621285714
533,653,23.6105285714,83.7371285714
534,607,19.9406714286,91.4698142857
535,900,21.8669285714,80.0790428571
536,618,21.3715571429,81.3279428571
537,445,20.7790428571,78.8819428571
538,400,21.1623285714,72.4651285714
539,379,23.1816285714,67.5612142857
540,264,22.0143142857,65.7776571429
541,292,21.3652714286,71.5048571429
542,274,20.4157285714,77.1975714286
543,137,16.4304428571,84.3126571429
544,136,17.1702285714,80.4000428571
545,121,18.0012428571,67.9912571429
546,83,17.8802428571,64.5634571429
547,70,19.0763714286,72.416
548,55,16.9009285714,80.0247142857
549,63,18.3078428571,83.4647142857
550,54,16.9985285714,79.9241428571
551,43,16.7726142857,70.7784428571
552,79,17.3640571429,74.8121857143
553,91,19.1745857143,68.3479714286
554,46,15.7371,69.7544
555,66,20.7580428571,58.6223142857
556,42,15.6287857143,75.5097
557,65,20.9004571429,71.2168571429
558,68,23.3246,53.1545
559,63,19.7298,77.4418714286
560,64,22.9001428571,68.3804714286
561,64,20.6040857143,74.3572142857
562,44,20.471242857100002,78.5995
563,56,20.2631428571,80.0628285714
564,90,21.4005571429,84.7167142857
565,62,19.3713142857,83.9193428571
566,87,20.9129857143,87.5879571429
567,66,19.6160571429,84.7227714286
568,56,20.9434428571,84.4039428571
569,58,22.3613571429,71.2608714286
570,81,22.8880142857,82.1992571429
571,79,22.1304714286,80.8895571429
572,57,22.1358,81.3701857143
573,74,21.8773,86.5090285714
574,73,21.9331857143,82.4273714286
