,casos,tempmed,umidmed
430,0,22.1318681429,76.5370228571
431,0,21.3142855714,79.2373357143
432,1,20.114286,77.380153
433,0,19.7312924286,64.5553362857
434,0,19.7333334286,74.480981
435,0,18.9047621429,73.3045158571
436,2,17.1943978571,76.1295778571
437,0,14.5652665714,66.5492334286
438,1,16.1413921429,69.2655284286
439,2,18.3047618571,72.936252
440,2,15.5999998571,78.1043082857
441,0,15.3523807143,67.6691735714
442,0,17.1809524286,68.2443947143
443,0,15.4726191429,72.3000385714
444,0,15.371429,67.729486
445,2,18.034632,64.6477715714
446,1,19.9285714286,59.982202
447,1,17.3059522857,65.0397441429
448,0,17.7178107143,71.1580881429
449,0,16.8877551429,71.4242245714
450,1,17.627976,63.4814791429
451,0,16.3639455714,68.2883391429
452,3,17.3979591429,55.3330534286
453,0,18.622449,61.536996
454,0,18.3217685714,74.5071728571
455,0,17.5829934286,73.1140734286
456,0,17.92517,82.748675
457,0,20.0108044286,79.3708697143
458,0,23.5306125714,57.7466854286
459,1,21.1907378571,67.526532
460,0,21.7959184286,68.5768937143
461,1,17.2251984286,78.911958
462,0,18.3367348571,79.4380471429
463,4,20.8375197143,71.5001088571
464,1,20.4795921429,70.6156218571
465,0,21.3061225714,76.1089287143
466,1,21.4591834286,76.6099747143
467,0,20.957143,74.9689182
468,0,18.666667,86.98985
469,1,19.214286,85.584305
470,1,19.6173471429,85.5715384286
471,0,21.8265304286,79.1616207143
472,2,22.5,74.0698412857
473,3,21.8775508571,78.4277871429
474,1,23.4795915714,70.6904465714
475,2,22.578493,75.4049557143
476,0,22.4897958571,77.7687985714
477,3,24.4836597059,65.4611952353
478,5,23.34444425,73.575914
479,1,22.3809525556,73.8861918889
480,11,20.4945056923,79.5894146154
481,20,23.38380956,66.78473884
482,29,23.98405495,70.58602705
483,25,21.1793647143,82.0276254286
484,25,20.8282828571,84.8950821429
485,23,20.7103167143,78.1245614286
486,29,21.090821,79.5272432609
487,43,21.4786321538,82.3683277692
488,52,18.7555552,84.2435694
489,33,17.2166667333,74.9214526667
490,22,18.0510667222,80.8497068889
491,14,17.4922299231,84.2573487692
492,8,15.6003142857,74.6943571429
493,4,18.5017285714,77.9335857143
494,6,16.733333000000002,75.9606614286
495,1,19.4668934286,70.6202
496,4,15.0102041429,61.6643957143
497,0,18.3733285714,67.4056285714
498,0,16.8025142857,82.7083714286
499,0,17.5773428571,82.2925
500,2,16.5924,75.5959714286
501,1,18.644,72.0004428571
502,4,18.8086714286,78.0082285714
503,1,19.8824428571,67.6346
504,2,16.8677714286,86.1838142857
505,0,19.9707857143,76.7656142857
506,2,19.7729428571,70.6709714286
507,3,21.2963571429,67.1335428571
508,3,22.0848571429,70.8986285714
509,3,22.5165,81.0073
510,1,22.1329,79.1546857143
511,0,19.7085857143,86.9830857143
512,3,21.3375714286,81.9143714286
513,1,22.5052571429,82.1989857143
514,4,20.9028857143,68.1767
515,2,26.3786,63.6740428571
516,3,21.7346714286,80.2951714286
517,5,20.5587571429,82.2090714286
518,0,22.7643,78.8120428571
519,5,20.4576285714,80.0241
520,0,21.3749,77.7022857143
521,8,22.1310285714,79.3056857143
522,28,19.3924142857,88.3835857143
523,25,21.9773857143,83.1918714286
524,90,22.7755857143,82.0446571429
525,137,20.1181285714,84.0372857143
526,230,21.3153142857,83.5976857143
527,402,21.1075571429,83.4336285714
528,607,21.5168714286,79.1875142857
529,811,20.9138714286,87.4347714286
530,1012,22.3556857143,80.6298714286
531,1150,21.6481142857,81.9454571429
532,1158,22.4107857143,79.0751428571
533,1058,22.0167,84.4222857143
534,976,19.1259,91.3523285714
535,1118,20.9662571429,77.4156428571
536,1200,20.0498285714,77.3518571429
537,1094,19.1777285714,81.7588
538,818,19.5013,73.6719428571
539,857,21.1524142857,70.588
540,888,19.9829285714,71.9669428571
541,743,20.4150142857,66.7361285714
542,637,19.2093,71.7413142857
543,416,16.3123428571,78.6137857143
544,328,16.7078714286,74.9415142857
545,232,16.9147428571,67.3319571429
546,193,17.1134571429,63.8625285714
547,149,18.7200714286,62.4705
548,105,16.7822571429,73.1160571429
549,93,18.6294285714,70.6099285714
550,63,16.3010142857,70.7234142857
551,35,15.8779857143,64.0768285714
552,21,16.5505142857,72.2131571429
553,18,18.0398571429,65.605
554,9,16.0005571429,59.1546428571
555,6,20.1535,49.3922
556,6,15.7348714286,68.7425571429
557,9,21.0084714286,58.1727428571
558,5,21.6484428571,50.0689714286
559,3,19.8091142857,65.2895714286
560,8,21.8128857143,60.9150428571
561,4,20.497385714300002,65.6319571429
562,7,20.3248857143,73.7818714286
563,8,19.3766285714,79.4418714286
564,10,20.2800142857,85.9375714286
565,9,18.2995142857,83.9906
566,11,19.1665,89.4179428571
567,13,18.6653142857,85.6702
568,18,19.8221428571,83.9135285714
569,23,20.2000285714,71.5965857143
570,18,21.5542,80.68805714289999
571,30,21.0182142857,78.0743571429
572,11,20.6945285714,84.5684285714
573,17,20.3735,86.3733
574,14,20.4823285714,85.4768428571
