,casos,tempmed,umidmed
420,1,25.7546218571,66.8227412857
421,0,25.1611914286,64.7663137143
422,0,23.2005848571,84.067885
423,0,21.2689074286,93.7551062857
424,0,22.8941175714,82.5910615714
425,0,24.865546,71.8389104286
426,0,24.7710082857,65.6682594286
427,0,25.5210085714,62.8840727143
428,0,25.2100838571,65.4450994286
429,0,24.3313325714,66.0830582857
430,1,26.1495797143,62.9539467143
431,1,24.2591037143,72.5848262857
432,0,24.5042017143,68.9588594286
433,0,23.365021,55.7435537143
434,5,23.8214281429,62.6860574286
435,2,22.6386551429,71.1062854286
436,1,21.1114551429,67.3163587143
437,2,17.1596637143,66.690369
438,1,19.2039217143,62.8940945714
439,0,21.5618245714,66.6646702857
440,2,18.7053621429,69.295999
441,2,18.8613448571,60.0575875714
442,1,20.1260501429,63.2529767143
443,0,18.767227,64.4180032857
444,0,18.7515478571,64.437556
445,0,19.129412,63.8385868571
446,0,19.9663862857,62.9725124286
447,0,20.1408962857,56.9453668571
448,0,21.3039218571,59.7348715714
449,0,21.5210082857,55.6302865714
450,0,19.8535015714,57.5972291429
451,0,19.2619042857,59.3454031429
452,0,18.5537945714,54.3091338571
453,0,22.4537817143,51.226897
454,2,23.4691875714,57.5004927143
455,0,21.265406,69.0223528571
456,0,21.7739495714,74.9986285714
457,0,24.1365548571,68.9185848571
458,0,25.029412,57.6329128571
459,1,23.9177171429,60.9750738571
460,1,23.5084032857,68.5430292857
461,0,20.5756302857,77.0345925714
462,0,22.2703082857,69.7560957143
463,0,22.3114495714,78.336124
464,0,22.5191407143,72.8165285714
465,0,22.8804268571,77.8445528571
466,0,23.285714,79.9800725714
467,0,21.772549,83.4048386667
468,0,21.921568,85.3505775
469,1,20.3415036667,90.6906413333
470,0,21.9731092857,88.3807742857
471,0,21.7016805714,89.5748041429
472,0,22.7142857143,78.7611492857
473,1,21.2857142857,93.1457474286
474,0,23.5,74.6444375714
475,1,22.8571428571,79.5798778571
476,1,21.7941176471,85.09513
477,0,24.2689075714,73.5648905714
478,1,23.962962963,70.4161414815
479,1,23.1296296296,78.3835018519
480,4,22.72,73.3652404
481,11,25.2226892857,58.7231175714
482,33,24.89882344,56.77042752
483,53,24.5714287143,61.3822124286
484,86,22.9747897143,72.1067662857
485,82,22.4705885714,66.1555124286
486,67,22.4201677143,68.9673728571
487,66,19.72,73.31531776
488,29,20.8682352,67.81735836
489,27,19.2100841429,62.6718122857
490,25,19.3050109259,66.989443
491,11,18.625,69.7616470833
492,1,16.1098571429,74.6406428571
493,3,18.9313285714,78.5687142857
494,4,16.1428571429,70.8830712857
495,6,17.7142857143,65.4322764286
496,1,15.6428571429,60.0012557143
497,7,18.7831714286,68.1482428571
498,2,18.1010285714,78.6922571429
499,4,18.0335428571,80.3122142857
500,1,17.6538428571,72.4544714286
501,2,19.0725571429,69.7695142857
502,2,19.5601428571,74.5732285714
503,0,20.6006,68.4097142857
504,0,17.9530857143,84.5753714286
505,0,20.2907571429,76.1217428571
506,0,20.3517428571,70.6273714286
507,0,21.6199428571,65.9515571429
508,0,23.5948714286,65.3943857143
509,0,23.4673285714,77.9103857143
510,0,23.3826428571,73.7406428571
511,0,21.1062,82.1153714286
512,0,22.4680285714,78.5704857143
513,0,23.3562857143,81.4655857143
514,0,21.7496571429,67.0962285714
515,0,27.1689,58.7302571429
516,0,22.0928285714,78.4182285714
517,0,21.0406142857,79.5483285714
518,7,22.4387,78.2059
519,7,20.7966714286,78.9068428571
520,0,21.1348571429,78.9011142857
521,5,22.0670428571,81.8881857143
522,26,19.6644285714,90.0804
523,40,21.5092285714,86.1738571429
524,89,22.8217571429,79.3924142857
525,147,20.4085428571,85.8169285714
526,160,21.0863571429,84.8290571429
527,254,20.9267,82.6092285714
528,326,21.4689142857,80.5260857143
529,395,20.7426285714,89.2330857143
530,467,22.3915,79.1445857143
531,465,21.4968,84.3057714286
532,417,22.1887142857,79.5273714286
533,432,21.9786,84.5537142857
534,379,19.7456857143,88.918
535,347,21.0604714286,79.7961857143
536,428,19.8493,78.7440571429
537,306,19.1201714286,81.6450857143
538,320,19.6083142857,78.0568714286
539,200,21.1406571429,70.316
540,189,19.7778571429,74.0826571429
541,126,20.2509571429,66.9657857143
542,102,19.0847428571,70.4759428571
543,79,16.8543428571,77.9159714286
544,58,16.9439857143,72.4195571429
545,34,17.0061571429,66.5933714286
546,25,17.0842428571,66.8327571429
547,12,18.2720714286,63.9877857143
548,13,17.0095,69.6842142857
549,19,18.5881,65.2606142857
550,8,16.3814571429,67.0219
551,10,16.3650571429,63.2768142857
552,10,16.6589571429,70.2297142857
553,16,18.1426571429,65.0596
554,3,16.8192142857,56.3103285714
555,7,20.1261428571,48.6216857143
556,7,16.4642714286,65.6550571429
557,6,21.8624857143,48.8169285714
558,3,20.9402714286,50.8874
559,2,20.3428571429,59.9626142857
560,4,21.9324142857,56.6388285714
561,8,20.9898571429,62.1852714286
562,13,21.372,71.3756285714
563,7,20.1293,75.4768714286
564,6,20.3778,85.3887857143
565,8,18.7381714286,85.7577428571
566,16,19.2671857143,87.9523428571
567,12,19.1341571429,86.0812857143
568,6,19.8723714286,84.5829
569,15,20.2579857143,71.7247
570,13,21.6745571429,79.8848428571
571,21,21.4329714286,75.9399571429
572,11,20.8472714286,85.2268
573,7,20.2023571429,88.0844714286
574,8,20.2587,86.1666857143
